OP;CGM;CNPJ;NOME;ELEMENTO;VALOR OP;VALOR RET;TIPO RET;DATA OP
561752;;;;;20512;713.6;ISS - GESTAO PLENA;
561753;;;;;;;;
561755;;;;;135;135;HSJB - IRRF RETIDO EM N.F;
561756;;;;;;;;
561757;;;;;4.46;4.46;HSJB - IRRF RETIDO EM N.F;
561758;;;;;;;;
561760;;;;;;;;
561762;;;;;72;72;HSJB - IRRF RETIDO EM N.F;
561763;;;;;;;;
561764;;;;;2.82;2.82;HSJB - IRRF RETIDO EM N.F;
561769;;;;;;;;
561770;;;;;;;;
561771;;;;;;;;
561773;;;;;1.43;1.43;HSJB - IRRF RETIDO EM N.F;
561774;;;;;;;;
561775;;;;;691.2;691.2;HSJB - IRRF RETIDO EM N.F;
561776;;;;;;;;
561777;;;;;4.5;4.5;HSJB - IRRF RETIDO EM N.F;
561778;;;;;;;;
561779;;;;;;;;
561780;;;;;2.23;2.23;HSJB - IRRF RETIDO EM N.F;
561781;;;;;;;;
561784;;;;;16.78;16.78;HSJB - IRRF RETIDO EM N.F;
561789;;;;;;;;
561791;;;;;9070;326.18;ISS - GESTAO PLENA;
561793;;;;;;;;
561794;;;;;;;;
561795;;;;;20.28;20.28;HSJB - IRRF RETIDO EM N.F;
561796;;;;;;;;
561797;;;;;38920;518.16;IRRF - GESTAO PLENA - SUS;
561797;;;;;38920;2159;ISS - GESTAO PLENA;
561798;;;;;;;;
561799;;;;;1274;19.11;IRRF - GESTAO PLENA - SUS;
561799;;;;;1274;25.48;ISS - GESTAO PLENA;
561800;;;;;;;;
561801;;;;;7.26;7.26;HSJB - IRRF RETIDO EM N.F;
561802;;;;;;;;
561803;;;;;;;;
561804;;;;;9800;507.64;ISS - GESTAO PLENA;
561805;;;;;;;;
561806;;;;;77.4;77.4;HSJB - IRRF RETIDO EM N.F;
561811;;;;;;;;
561812;;;;;;;;
561813;;;;;;;;
561814;;;;;;;;
561815;;;;;;;;
561817;;;;;;;;
561819;;;;;352.56;352.56;INSTITUTO NACIONAL DO SEGURO SOCIAL;
561820;;;;;;;;
561821;;;;;;;;
561824;;;;;;;;
561825;;;;;;;;
561826;;;;;;;;
561827;;;;;;;;
561828;;;;;3.54;3.54;HSJB - IRRF RETIDO EM N.F;
561830;;;;;;;;
561835;;;;;;;;
561837;;;;;;;;
561839;;;;;;;;
561840;;;;;12488;301.51;IRRF - GESTAO PLENA - SUS;
561840;;;;;12488;1256.3;ISS - GESTAO PLENA;
561841;;;;;12.24;12.24;HSJB - IRRF RETIDO EM N.F;
561842;;;;;31789.56;366.85;IRRF - FORNECIMENTO DE BENS;
561843;;;;;;;;
561844;;;;;;;;
561845;;;;;13.83;13.83;HSJB - IRRF RETIDO EM N.F;
561846;;;;;20.26;20.26;HSJB - IRRF RETIDO EM N.F;
561847;;;;;2259114.63;11095.87;IRRF - PRESTADOR DE SERVIÇOS;
561847;;;;;2259114.63;24313.26;IRRF - FORNECIMENTO DE BENS;
561848;;;;;;;;
561850;;;;;198168.47;1787;IRRF - PRESTADOR DE SERVIÇOS;
561850;;;;;198168.47;1928.27;IRRF - FORNECIMENTO DE BENS;
561851;;;;;20.28;20.28;HSJB - IRRF RETIDO EM N.F;
561852;;;;;;;;
561854;;;;;;;;
561855;;;;;20.26;20.26;HSJB - IRRF RETIDO EM N.F;
561856;;;;;24.96;24.96;HSJB - IRRF RETIDO EM N.F;
561857;;;;;;;;
561858;;;;;;;;
561859;;;;;20.27;20.27;HSJB - IRRF RETIDO EM N.F;
561860;;;;;;;;
561861;;;;;;;;
561862;;;;;;;;
561863;;;;;20.28;20.28;HSJB - IRRF RETIDO EM N.F;
561864;;;;;;;;
561866;;;;;6950.53;83.41;IRRF - PMVR;
561866;;;;;6950.53;208.53;ISS - PMVR;
561868;;;;;;;;
561869;;;;;48273.75;579.28;IRRF - PMVR;
561869;;;;;48273.75;1448.21;ISS - PMVR;
561870;;;;;68273.75;819.28;IRRF - PMVR;
561870;;;;;68273.75;2048.21;ISS - PMVR;
561871;;;;;;;;
561872;;;;;20.27;20.27;HSJB - IRRF RETIDO EM N.F;
561873;;;;;48273.75;579.28;IRRF - PMVR;
561873;;;;;48273.75;1448.21;ISS - PMVR;
561874;;;;;5836.72;70.04;IRRF - PMVR;
561874;;;;;5836.72;175.1;ISS - PMVR;
561875;;;;;;;;
561880;;;;;;;;
561882;;;;;187271.5;8989.03;IRRF - GESTAO PLENA - SUS;
561882;;;;;187271.5;3745.43;ISS - GESTAO PLENA;
561883;;;;;2.12;2.12;HSJB - IRRF RETIDO EM N.F;
561884;;;;;;;;
561885;;;;;371.36;371.36;RESTITUI0ES (ANTECIPACAO DE PAGAMENTO) -;
561886;;;;;72787.33;1498.14;IRRF - GESTAO PLENA - SUS;
561887;;;;;;;;
561888;;;;;;;;
561889;;;;;;;;
561890;;;;;;;;
561891;;;;;;;;
561892;;;;;;;;
561893;;;;;;;;
561894;;;;;;;;
561895;;;;;;;;
561896;;;;;;;;
561897;;;;;;;;
561898;;;;;;;;
561899;;;;;;;;
561900;;;;;;;;
561901;;;;;5050;242.4;IRRF - PRESTADOR DE SERVIÇOS;
561902;;;;;;;;
561903;;;;;32.59;32.59;HSJB - IRRF RETIDO EM N.F;
561904;;;;;;;;
561906;;;;;6.61;6.61;HSJB - IRRF RETIDO EM N.F;
561907;;;;;;;;
561908;;;;;;;;
561909;;;;;;;;
561910;;;;;;;;
561911;;;;;;;;
561913;;;;;;;;
561914;;;;;;;;
561916;;;;;;;;
561917;;;;;;;;
561918;;;;;61.68;61.68;HSJB - IRRF RETIDO EM N.F;
561919;;;;;361.2;17.34;IRRF - PMVR;
561920;;;;;;;;
561921;;;;;;;;
561923;;;;;;;;
561924;;;;;;;;
561925;;;;;;;;
561928;;;;;;;;
561930;;;;;;;;
561931;;;;;;;;
561933;;;;;;;;
561934;;;;;;;;
561935;;;;;2.23;2.23;HSJB - IRRF RETIDO EM N.F;
561936;;;;;;;;
561937;;;;;39300;1886.4;IRRF RETIDO EM N.F.;
561938;;;;;;;;
561939;;;;;;;;
561940;;;;;99700;4785.6;IRRF RETIDO EM N.F.;
561941;;;;;;;;
561942;;;;;;;;
561943;;;;;2.24;2.24;HSJB - IRRF RETIDO EM N.F;
561944;;;;;87.6;87.6;HSJB - IRRF RETIDO EM N.F;
561945;;;;;;;;
561946;;;;;277061.27;4155.92;IRRF - GESTAO PLENA - SUS;
561946;;;;;277061.27;13853.06;ISS - GESTAO PLENA;
561947;;;;;3.41;3.41;HSJB - IRRF RETIDO EM N.F;
561950;;;;;63032.1;886.41;IRRF - GESTAO PLENA - SUS;
561950;;;;;63032.1;3693.38;ISS - GESTAO PLENA;
561954;;;;;24409.8;292.91;IRRF - FORNECIMENTO DE BENS;
561957;;;;;;;;
561958;;;;;;;;
561959;;;;;;;;
561960;;;;;6.97;6.97;HSJB - IRRF RETIDO EM N.F;
561963;;;;;;;;
561965;;;;;11938;640.95;IRRF - GESTAO PLENA - SUS;
561965;;;;;11938;2136.5;ISS - GESTAO PLENA;
561966;;;;;;;;
561967;;;;;1.43;1.43;HSJB - IRRF RETIDO EM N.F;
561968;;;;;36400;1820;ISS - GOV ESTADO  F 193;
561968;;;;;36400;546;IRRF - GOV ESTADO - F 193;
561978;;;;;;;;
561980;;;;;25.2;25.2;HSJB - IRRF RETIDO EM N.F;
561981;;;;;;;;
561982;;;;;;;;
561983;;;;;;;;
561984;;;;;2.23;2.23;HSJB - IRRF RETIDO EM N.F;
561985;;;;;6500;130;ISS - PMVR;
561987;;;;;;;;
561989;;;;;4.48;4.48;HSJB - IRRF RETIDO EM N.F;
561992;;;;;;;;
561993;;;;;;;;
561994;;;;;55.61;55.61;HSJB - IRRF RETIDO EM N.F;
561996;;;;;;;;
561997;;;;;;;;
561999;;;;;68.61;68.61;HSJB - IRRF RETIDO EM N.F;
562000;;;;;;;;
562001;;;;;44.8;44.8;HSJB - IRRF RETIDO EM N.F;
562002;;;;;;;;
562003;;;;;;;;
562004;;;;;;;;
562005;;;;;;;;
562006;;;;;21.13;21.13;HSJB - IRRF RETIDO EM N.F;
562007;;;;;;;;
562008;;;;;;;;
562009;;;;;;;;
562010;;;;;19.26;19.26;HSJB - IRRF RETIDO EM N.F;
562011;;;;;;;;
562012;;;;;;;;
562013;;;;;;;;
562014;;;;;7.26;7.26;HSJB - IRRF RETIDO EM N.F;
562015;;;;;;;;
562016;;;;;1080;40.3;ISS - GESTAO PLENA;
562017;;;;;18.03;18.03;HSJB - IRRF RETIDO EM N.F;
562018;;;;;;;;
562019;;;;;;;;
562020;;;;;721.47;14.64;IRRF - GESTAO PLENA - SUS;
562021;;;;;13900;486.5;ISS - GESTAO PLENA;
562022;;;;;;;;
562023;;;;;;;;
562024;;;;;5646.64;94.71;IRRF - GESTAO PLENA - SUS;
562025;;;;;;;;
562026;;;;;;;;
562027;;;;;;;;
562028;;;;;;;;
562034;;;;;;;;
562039;;;;;38.21;38.21;HSJB - IRRF RETIDO EM N.F;
562045;;;;;;;;
562046;;;;;;;;
562048;;;;;;;;
562049;;;;;4.13;4.13;HSJB - IRRF RETIDO EM N.F;
562050;;;;;;;;
562052;;;;;135.6;135.6;HSJB - IRRF RETIDO EM N.F;
562055;;;;;;;;
562061;;;;;289307.71;6321.8;IRRF - GESTAO PLENA - SUS;
562061;;;;;289307.71;12643.61;ISS - GESTAO PLENA;
562062;;;;;;;;
562063;;;;;;;;
562064;;;;;;;;
562065;;;;;3345;50.18;IRRF - GESTAO PLENA - SUS;
562065;;;;;3345;167.24;ISS - GESTAO PLENA;
562066;;;;;;;;
562067;;;;;;;;
562068;;;;;;;;
562069;;;;;;;;
562070;;;;;2.42;2.42;HSJB - IRRF RETIDO EM N.F;
562071;;;;;3510;106.47;IRRF - GESTAO PLENA - SUS;
562071;;;;;3510;443.6;ISS - GESTAO PLENA;
562072;;;;;;;;
562073;;;;;18.67;18.67;HSJB - IRRF RETIDO EM N.F;
562074;;;;;;;;
562075;;;;;;;;
562076;;;;;;;;
562077;;;;;44.42;44.42;HSJB - IRRF RETIDO EM N.F;
562078;;;;;;;;
562080;;;;;17000;723.35;ISS - FME;
562083;;;;;;;;
562084;;;;;;;;
562085;;;;;;;;
562087;;;;;;;;
562089;;;;;78;78;HSJB - IRRF RETIDO EM N.F;
562090;;;;;;;;
562091;;;;;;;;
562100;;;;;;;;
562101;;;;;;;;
562102;;;;;;;;
562103;;;;;12.03;12.03;HSJB - IRRF RETIDO EM N.F;
562105;;;;;298500;4477.5;IRRF - GESTAO PLENA - SUS;
562105;;;;;298500;14925;ISS - GESTAO PLENA;
562109;;;;;;;;
562112;;;;;29931.3;1436.7;IRRF - GESTAO PLENA - SUS;
562113;;;;;;;;
562114;;;;;99086.9;4756.17;IRRF - GESTAO PLENA - SUS;
562115;;;;;99086.9;4756.17;IRRF - GESTAO PLENA - SUS;
562116;;;;;;;;
562117;;;;;;;;
562118;;;;;39.48;39.48;HSJB - IRRF RETIDO EM N.F;
562119;;;;;10.69;10.69;HSJB - IRRF RETIDO EM N.F;
562120;;;;;1016.99;12.2;IRRF - FORNECIMENTO DE BENS;
562121;;;;;27740.65;332.89;IRRF - GESTAO PLENA - SUS;
562121;;;;;27740.65;832.22;ISS - GESTAO PLENA;
562122;;;;;;;;
562123;;;;;31531.02;378.37;IRRF - GESTAO PLENA - SUS;
562123;;;;;31531.02;945.93;ISS - GESTAO PLENA;
562124;;;;;45047.14;540.56;IRRF - FORNECIMENTO DE BENS;
562125;;;;;;;;
562126;;;;;1.19;1.19;HSJB - IRRF RETIDO EM N.F;
562127;;;;;2813.1;33.75;IRRF - FORNECIMENTO DE BENS;
562130;;;;;12746.98;152.96;IRRF - FORNECIMENTO DE BENS;
562134;;;;;2988.49;35.86;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562135;;;;;2390.79;28.69;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562136;;;;;1494.24;17.93;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562137;;;;;2390.79;28.69;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562138;;;;;84913;1018.95;IRRF - FORNECIMENTO DE BENS;
562139;;;;;13525.34;162.3;IRRF - FORNECIMENTO DE BENS;
562140;;;;;;;;
562141;;;;;2988.49;35.86;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562142;;;;;33914.19;2023.41;ISS - GOV ESTADO  F 193;
562143;;;;;2390.79;28.69;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562144;;;;;1494.24;17.93;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562145;;;;;1494.24;17.93;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562146;;;;;161.91;161.91;HSJB - IRRF RETIDO EM N.F;
562147;;;;;1494.24;17.93;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562148;;;;;;;;
562149;;;;;2988.49;35.86;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562150;;;;;1494.24;17.93;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562151;;;;;2390.79;28.69;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562152;;;;;2390.79;28.69;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562153;;;;;1494.24;17.93;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562155;;;;;;;;
562156;;;;;6.68;6.68;HSJB - IRRF RETIDO EM N.F;
562157;;;;;6154.61;73.86;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562158;;;;;;;;
562159;;;;;;;;
562160;;;;;2.65;2.65;HSJB - IRRF RETIDO EM N.F;
562161;;;;;12515.4;408.49;ISS - GESTAO PLENA;
562162;;;;;24925.82;732.15;ISS - GESTAO PLENA;
562163;;;;;;;;
562164;;;;;88;88;HSJB - IRRF RETIDO EM N.F;
562165;;;;;;;;
562166;;;;;;;;
562167;;;;;57.1;57.1;HSJB - IRRF RETIDO EM N.F;
562168;;;;;15.88;15.88;HSJB - IRRF RETIDO EM N.F;
562169;;;;;;;;
562170;;;;;;;;
562171;;;;;;;;
562172;;;;;76.05;76.05;HSJB - IRRF RETIDO EM N.F;
562173;;;;;5.35;5.35;HSJB - IRRF RETIDO EM N.F;
562174;;;;;;;;
562175;;;;;;;;
562176;;;;;6.68;6.68;HSJB - IRRF RETIDO EM N.F;
562178;;;;;;;;
562179;;;;;144.17;144.17;HSJB - IRRF RETIDO EM N.F;
562180;;;;;;;;
562181;;;;;;;;
562182;;;;;87.61;87.61;HSJB - IRRF RETIDO EM N.F;
562183;;;;;;;;
562184;;;;;31;31;HSJB - IRRF RETIDO EM N.F;
562185;;;;;;;;
562186;;;;;105.53;105.53;HSJB - IRRF RETIDO EM N.F;
562188;;;;;;;;
562190;;;;;31;31;HSJB - IRRF RETIDO EM N.F;
562191;;;;;;;;
562192;;;;;31;31;HSJB - IRRF RETIDO EM N.F;
562193;;;;;;;;
562194;;;;;;;;
562195;;;;;31;31;HSJB - IRRF RETIDO EM N.F;
562196;;;;;89.9;89.9;HSJB - IRRF RETIDO EM N.F;
562197;;;;;;;;
562198;;;;;31;31;HSJB - IRRF RETIDO EM N.F;
562199;;;;;;;;
562200;;;;;31;31;HSJB - IRRF RETIDO EM N.F;
562201;;;;;;;;
562202;;;;;31;31;HSJB - IRRF RETIDO EM N.F;
562203;;;;;;;;
562204;;;;;37.45;37.45;HSJB - IRRF RETIDO EM N.F;
562205;;;;;;;;
562206;;;;;75.35;75.35;HSJB - IRRF RETIDO EM N.F;
562207;;;;;;;;
562208;;;;;58.57;58.57;HSJB - IRRF RETIDO EM N.F;
562209;;;;;;;;
562210;;;;;;;;
562211;;;;;77.59;77.59;HSJB - IRRF RETIDO EM N.F;
562212;;;;;47.2;47.2;HSJB - IRRF RETIDO EM N.F;
562214;;;;;;;;
562215;;;;;;;;
562216;;;;;389.84;389.84;HSJB - IRRF RETIDO EM N.F;
562217;;;;;77.59;77.59;HSJB - IRRF RETIDO EM N.F;
562218;;;;;;;;
562219;;;;;51.58;51.58;HSJB - IRRF RETIDO EM N.F;
562220;;;;;;;;
562221;;;;;33.6;33.6;HSJB - IRRF RETIDO EM N.F;
562223;;;;;;;;
562225;;;;;;;;
562226;;;;;2970;148.5;ISS - PMVR;
562227;;;;;;;;
562228;;;;;;;;
562229;;;;;;;;
562230;;;;;11.16;11.16;HSJB - IRRF RETIDO EM N.F;
562231;;;;;5559.26;166.78;ISS - GOV ESTADO  F 193;
562231;;;;;5559.26;66.71;IRRF - GOV ESTADO - F 193;
562232;;;;;;;;
562233;;;;;14482.13;173.79;IRRF - GESTAO PLENA - SUS;
562233;;;;;14482.13;434.46;ISS - GESTAO PLENA;
562234;;;;;;;;
562235;;;;;;;;
562236;;;;;82158;985.9;IRRF - GESTAO PLENA - SUS;
562236;;;;;82158;2464.74;ISS - GESTAO PLENA;
562237;;;;;1070.61;12.85;IRRF - GESTAO PLENA - SUS;
562237;;;;;1070.61;32.12;ISS - GESTAO PLENA;
562240;;;;;;;;
562242;;;;;;;;
562243;;;;;3520;168.96;IRRF - GESTAO PLENA - SUS;
562243;;;;;3520;176;ISS - GESTAO PLENA;
562244;;;;;;;;
562245;;;;;16.8;16.8;HSJB - IRRF RETIDO EM N.F;
562247;;;;;;;;
562249;;;;;;;;
562251;;;;;;;;
562252;;;;;76.05;76.05;HSJB - IRRF RETIDO EM N.F;
562254;;;;;;;;
562256;;;;;73.44;73.44;HSJB - IRRF RETIDO EM N.F;
562258;;;;;;;;
562259;;;;;;;;
562260;;;;;53.52;53.52;HSJB - IRRF RETIDO EM N.F;
562261;;;;;;;;
562262;;;;;;;;
562263;;;;;6364.52;314.25;IRRF - PRESTADOR DE SERVIÇOS;
562266;;;;;;;;
562267;;;;;;;;
562271;;;;;1134.6;54.46;IRRF - GESTAO PLENA - SUS;
562271;;;;;1134.6;22.69;ISS - GESTAO PLENA;
562272;;;;;;;;
562273;;;;;;;;
562274;;;;;;;;
562275;;;;;176.14;176.14;HSJB - IRRF RETIDO EM N.F;
562276;;;;;;;;
562277;;;;;;;;
562278;;;;;89.46;89.46;HSJB - IRRF RETIDO EM N.F;
562279;;;;;294.45;294.45;HSJB - IRRF RETIDO EM N.F;
562280;;;;;;;;
562281;;;;;77.99;77.99;HSJB - IRRF RETIDO EM N.F;
562282;;;;;188;9.4;RETENCAO RELATIVA AO ISS  ROYALTES PETRO;
562282;;;;;188;2.25;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562283;;;;;94;4.7;RETENCAO RELATIVA AO ISS  ROYALTES PETRO;
562283;;;;;94;1.12;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562284;;;;;;;;
562285;;;;;282;14.1;RETENCAO RELATIVA AO ISS  ROYALTES PETRO;
562285;;;;;282;3.38;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562286;;;;;13.33;13.33;HSJB - IRRF RETIDO EM N.F;
562287;;;;;;;;
562288;;;;;752;37.6;RETENCAO RELATIVA AO ISS  ROYALTES PETRO;
562288;;;;;752;9.02;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562289;;;;;;;;
562290;;;;;9.49;9.49;HSJB - IRRF RETIDO EM N.F;
562291;;;;;377.58;4.53;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562292;;;;;251.16;3.01;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562293;;;;;;;;
562294;;;;;234.7;2.81;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562295;;;;;66.54;66.54;HSJB - IRRF RETIDO EM N.F;
562296;;;;;190.81;2.28;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
562297;;;;;;;;
562298;;;;;245.48;245.48;HSJB - IRRF RETIDO EM N.F;
562299;;;;;;;;
562300;;;;;68.46;68.46;HSJB - IRRF RETIDO EM N.F;
562301;;;;;;;;
562302;;;;;21.55;21.55;HSJB - IRRF RETIDO EM N.F;
562303;;;;;;;;
562304;;;;;139.83;139.83;HSJB - IRRF RETIDO EM N.F;
562305;;;;;;;;
562306;;;;;;;;
562307;;;;;13.91;13.91;HSJB - IRRF RETIDO EM N.F;
562308;;;;;;;;
562309;;;;;21.6;21.6;HSJB - IRRF RETIDO EM N.F;
562310;;;;;;;;
562311;;;;;40.71;40.71;HSJB - IRRF RETIDO EM N.F;
562312;;;;;;;;
562313;;;;;;;;
562314;;;;;96.36;96.36;HSJB - IRRF RETIDO EM N.F;
562315;;;;;;;;
562316;;;;;;;;
562317;;;;;;;;
562318;;;;;;;;
562320;;;;;1426.8;1426.8;HSJB - IRRF RETIDO EM N.F;
562321;;;;;9369.6;191.82;IRRF - GESTAO PLENA - SUS;
562322;;;;;;;;
562323;;;;;;;;
562324;;;;;35.17;35.17;HSJB - IRRF RETIDO EM N.F;
562325;;;;;;;;
562326;;;;;;;;
562327;;;;;;;;
562328;;;;;2.68;2.68;HSJB - IRRF RETIDO EM N.F;
562329;;;;;70.07;70.07;HSJB - IRRF RETIDO EM N.F;
562330;;;;;280.71;280.71;HSJB - IRRF RETIDO EM N.F;
562331;;;;;;;;
562332;;;;;10.74;10.74;HSJB - IRRF RETIDO EM N.F;
562333;;;;;;;;
562334;;;;;7250.12;362.51;ISS - FME;
562335;;;;;;;;
562336;;;;;;;;
562337;;;;;13971.11;431.22;ISS - FME;
562337;;;;;13971.11;172.49;IRRF - FME;
562338;;;;;;;;
562341;;;;;66183.6;5353.97;ISS - GESTAO PLENA;
562342;;;;;;;;
562343;;;;;;;;
562344;;;;;44.18;44.18;HSJB - IRRF RETIDO EM N.F;
562345;;;;;;;;
562346;;;;;13.74;13.74;HSJB - IRRF RETIDO EM N.F;
562347;;;;;;;;
562348;;;;;17.39;17.39;HSJB - IRRF RETIDO EM N.F;
562349;;;;;24897.6;298.77;IRRF - FORNECIMENTO DE BENS;
562350;;;;;25443.6;305.32;IRRF - FORNECIMENTO DE BENS;
562351;;;;;24655.8;295.86;IRRF - FORNECIMENTO DE BENS;
562352;;;;;;;;
562353;;;;;14.92;14.92;HSJB - IRRF RETIDO EM N.F;
562354;;;;;39285;471.42;IRRF - FORNECIMENTO DE BENS;
562355;;;;;39285;471.42;IRRF - FORNECIMENTO DE BENS;
562356;;;;;39285;471.42;IRRF - FORNECIMENTO DE BENS;
562357;;;;;;;;
562358;;;;;126.72;126.72;HSJB - IRRF RETIDO EM N.F;
562359;;;;;;;;
562360;;;;;;;;
562361;;;;;;;;
562362;;;;;68.24;68.24;HSJB - IRRF RETIDO EM N.F;
562363;;;;;;;;
562364;;;;;;;;
562365;;;;;;;;
562366;;;;;;;;
562367;;;;;;;;
562368;;;;;;;;
562369;;;;;14894.64;180.91;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562370;;;;;;;;
562371;;;;;;;;
562372;;;;;56354.87;676.26;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562373;;;;;;;;
562374;;;;;100913.17;2216.98;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562375;;;;;728503.76;8742.05;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562377;;;;;257348.9;3090.69;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562378;;;;;;;;
562379;;;;;131939.89;1585.87;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562380;;;;;;;;
562381;;;;;5.04;5.04;HSJB - IRRF RETIDO EM N.F;
562382;;;;;;;;
562383;;;;;;;;
562385;;;;;;;;
562386;;;;;65.02;65.02;HSJB - IRRF RETIDO EM N.F;
562387;;;;;;;;
562388;;;;;4.56;4.56;HSJB - IRRF RETIDO EM N.F;
562389;;;;;11960;574.08;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562390;;;;;;;;
562391;;;;;;;;
562392;;;;;;;;
562393;;;;;;;;
562394;;;;;;;;
562395;;;;;34.8;34.8;HSJB - IRRF RETIDO EM N.F;
562396;;;;;;;;
562397;;;;;;;;
562398;;;;;;;;
562399;;;;;57.6;57.6;HSJB - IRRF RETIDO EM N.F;
562400;;;;;;;;
562401;;;;;;;;
562402;;;;;135.47;135.47;HSJB - IRRF RETIDO EM N.F;
562403;;;;;476116.4;25280.95;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
562416;;;;;;;;
562419;;;;;;;;
562420;;;;;15.84;15.84;HSJB - IRRF RETIDO EM N.F;
562421;;;;;;;;
562422;;;;;8.38;8.38;HSJB - IRRF RETIDO EM N.F;
562423;;;;;;;;
562424;;;;;15.84;15.84;HSJB - IRRF RETIDO EM N.F;
562425;;;;;7798.5;225.67;RETENC. ISS EM LIQUIDAÇÃO;
562426;;;;;;;;
562428;;;;;15.84;15.84;HSJB - IRRF RETIDO EM N.F;
562429;;;;;;;;
562430;;;;;15.84;15.84;HSJB - IRRF RETIDO EM N.F;
562432;;;;;;;;
562433;;;;;67.82;67.82;HSJB - IRRF RETIDO EM N.F;
562435;;;;;;;;
562436;;;;;;;;
562437;;;;;67.82;67.82;HSJB - IRRF RETIDO EM N.F;
562438;;;;;36.72;36.72;HSJB - IRRF RETIDO EM N.F;
562439;;;;;;;;
562441;;;;;;;;
562444;;;;;;;;
562446;;;;;;;;
562447;;;;;;;;
562449;;;;;;;;
562451;;;;;62.66;62.66;HSJB - IRRF RETIDO EM N.F;
562452;;;;;11.98;11.98;HSJB - IRRF RETIDO EM N.F;
562453;;;;;;;;
562454;;;;;;;;
562455;;;;;;;;
562456;;;;;;;;
562457;;;;;57.1;57.1;HSJB - IRRF RETIDO EM N.F;
562458;;;;;2148.51;2148.51;RESTITUICOES ANTECIPACAO DE PAGAMENTO -;
562460;;;;;33756.97;33756.97;INSTITUTO NACIONAL DO SEGURO SOCIAL;
562461;;;;;218136.45;30688.15;ISS - GOV ESTADO  F 193;
562461;;;;;218136.45;6137.63;IRRF - GOV ESTADO - F 193;
562463;;;;;7117;7117;INSTITUTO NACIONAL DO SEGURO SOCIAL;
562464;;;;;;;;
562465;;;;;;;;
562466;;;;;;;;
562467;;;;;232.8;232.8;HSJB - IRRF RETIDO EM N.F;
562468;;;;;;;;
562469;;;;;;;;
562470;;;;;;;;
562471;;;;;;;;
562472;;;;;;;;
562473;;;;;2.67;2.67;HSJB - IRRF RETIDO EM N.F;
562474;;;;;21.96;21.96;HSJB - IRRF RETIDO EM N.F;
562475;;;;;188.76;188.76;HSJB - IRRF RETIDO EM N.F;
562476;;;;;;;;
562477;;;;;;;;
562478;;;;;23.76;23.76;HSJB - IRRF RETIDO EM N.F;
562479;;;;;;;;
562480;;;;;6.68;6.68;HSJB - IRRF RETIDO EM N.F;
562481;;;;;;;;
562482;;;;;;;;
562483;;;;;;;;
562484;;;;;74.52;74.52;HSJB - IRRF RETIDO EM N.F;
562485;;;;;49544.7;1005.72;IRRF - SALARIO EDUCAÇÃO;
562486;;;;;;;;
562487;;;;;;;;
562488;;;;;;;;
562489;;;;;;;;
562490;;;;;;;;
562491;;;;;30;30;HSJB - IRRF RETIDO EM N.F;
562492;;;;;;;;
562493;;;;;34.8;34.8;HSJB - IRRF RETIDO EM N.F;
562496;;;;;;;;
562497;;;;;;;;
562498;;;;;;;;
562499;;;;;;;;
562500;;;;;173.78;173.78;HSJB - IRRF RETIDO EM N.F;
562501;;;;;;;;
562502;;;;;32.4;32.4;HSJB - IRRF RETIDO EM N.F;
562503;;;;;;;;
562504;;;;;;;;
562505;;;;;1300;15.6;IRRF - FME;
562506;;;;;13.37;13.37;HSJB - IRRF RETIDO EM N.F;
562507;;;;;888;10.65;IRRF - FME;
562508;;;;;28472;854.16;ISS - FME;
562508;;;;;28472;341.66;IRRF - FME;
562509;;;;;30353;910.59;ISS - FME;
562509;;;;;30353;364.24;IRRF - FME;
562510;;;;;;;;
